CurricularUnitID,StudentID,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations)
2233,2233,0,5,9,2,10,0,0,5,9,0,0,0
2234,2234,0,6,10,4,11.50,0,0,6,11,3,11.67,0
2235,2235,0,6,12,3,10.67,0,0,6,9,4,12,0
2236,2236,0,0,0,0,0,0,0,0,0,0,0,0
2237,2237,0,6,10,4,12.75,0,0,6,12,2,13,0
2238,2238,0,6,7,0,0,0,0,6,7,0,0,0
2239,2239,0,6,11,6,11.33,0,0,6,12,3,11.33,0
2240,2240,0,6,6,0,0,0,0,6,6,0,0,0
2241,2241,0,6,10,6,13,0,0,6,8,5,12.20,0
2242,2242,0,5,7,4,10.75,0,0,5,7,3,11.33,0
2243,2243,0,5,8,5,12,0,0,5,12,2,10.50,0
2244,2244,0,7,7,7,13.46,0,0,8,8,8,13.91,0
2245,2245,0,6,13,3,10,0,0,6,15,1,10,0
2246,2246,0,6,6,6,12.33,0,0,6,7,6,13.67,0
2247,2247,0,7,11,6,12.53,0,0,7,10,6,12.42,0
2248,2248,0,8,8,0,0,8,0,8,8,0,0,8
2249,2249,0,5,6,0,0,0,0,5,7,0,0,0
2250,2250,0,5,5,5,13.60,0,0,5,6,4,13.25,1
2251,2251,3,6,7,6,12.33,0,2,6,6,2,14,0
2252,2252,9,13,16,10,11.45,0,5,11,13,7,12.25,0
2253,2253,8,13,13,8,13.50,2,5,11,12,5,14.40,0
2254,2254,0,5,5,0,0,0,0,5,6,0,0,0
2255,2255,0,5,5,2,11,0,0,5,0,0,0,0
2256,2256,0,6,9,6,13.71,0,0,6,13,5,14.33,0
2257,2257,18,21,26,21,12.36,0,12,16,21,12,12.25,1
2258,2258,1,7,13,3,10.67,0,0,6,14,2,11.50,0
2259,2259,0,6,9,2,12,0,0,6,10,3,12.67,0
2260,2260,1,7,7,7,12.86,0,0,6,6,6,13.17,0
2261,2261,0,6,10,6,13.13,0,0,6,9,6,12.71,0
2262,2262,0,5,6,0,0,0,0,5,8,2,11.50,0
2263,2263,0,6,13,2,13.50,0,0,6,6,0,0,0
2264,2264,5,11,14,11,15.09,0,5,10,11,10,15,0
2265,2265,0,6,9,5,12.40,0,0,6,10,5,11.80,0
2266,2266,0,6,10,5,14,0,0,6,11,4,14.80,0
2267,2267,2,6,8,2,13.50,0,1,6,9,1,13,0
2268,2268,0,5,5,0,0,0,0,5,5,0,0,0
2269,2269,0,7,12,4,12.65,0,0,7,10,3,10.67,0
2270,2270,0,5,7,0,0,0,0,5,7,0,0,0
2271,2271,0,5,5,0,0,0,0,5,5,0,0,0
2272,2272,0,6,8,6,13.33,0,0,6,7,5,12.80,0
2273,2273,0,5,9,3,11.33,0,0,5,8,5,11.14,0
2274,2274,0,6,0,0,0,0,0,6,0,0,0,0
2275,2275,0,0,0,0,0,0,0,0,0,0,0,0
2276,2276,0,5,7,3,11.67,0,0,5,8,2,10.50,2
2277,2277,0,6,8,6,12.17,0,0,6,8,6,14.43,0
2278,2278,0,6,7,6,13.33,0,0,6,6,4,12.75,0
2279,2279,0,6,7,5,11.40,0,0,6,10,3,11,3
2280,2280,0,6,9,6,12.14,0,0,6,6,0,0,0
2281,2281,9,18,36,17,13.06,1,6,12,15,12,12.31,0
2282,2282,0,6,13,4,11.75,0,0,6,15,4,10.50,0
2283,2283,0,6,9,5,11.83,0,0,6,8,5,10,0
2284,2284,9,11,14,10,12.40,0,6,10,13,10,11.80,0
2285,2285,1,6,8,6,13.43,1,0,6,12,4,11.50,0
2286,2286,0,5,5,0,0,0,0,5,9,0,0,0
2287,2287,0,5,5,5,11,0,0,5,5,5,13.40,0
2288,2288,0,6,8,6,13.63,0,0,6,8,6,14.43,0
2289,2289,2,5,6,4,11.80,0,0,5,7,2,11.50,0
2290,2290,0,5,5,0,0,0,0,5,7,0,0,0
2291,2291,1,6,9,2,15,0,1,6,7,2,13.50,0
2292,2292,0,6,9,5,10.80,0,0,6,11,5,11,0
2293,2293,0,5,11,3,13.67,0,0,5,10,3,11.33,0
2294,2294,0,6,8,6,12.83,0,0,6,8,6,13.33,0
2295,2295,0,0,0,0,0,0,0,0,0,0,0,0
2296,2296,0,6,8,6,15.13,0,0,6,7,6,13.43,0
2297,2297,0,5,11,0,0,0,0,5,7,1,10,1
2298,2298,0,6,10,5,11.40,0,0,6,8,5,11,0
2299,2299,0,6,12,4,12.25,0,0,6,9,6,11,0
2300,2300,0,6,0,0,0,0,0,6,0,0,0,0
2301,2301,3,7,12,3,14,0,1,6,12,1,14,0
2302,2302,0,6,7,6,12.33,0,0,6,10,5,10.80,4
2303,2303,0,5,8,5,10.67,0,0,5,11,2,11,0
2304,2304,0,5,9,5,11.83,0,0,5,9,5,14.71,0
2305,2305,0,5,14,0,0,0,0,5,5,0,0,0
2306,2306,0,6,6,6,11.67,0,0,6,6,6,12.17,0
2307,2307,2,5,7,2,13,0,0,5,5,0,0,0
2308,2308,0,2,5,0,0,0,0,4,4,0,0,0
2309,2309,0,8,8,0,0,3,0,8,8,0,0,3
2310,2310,0,5,5,5,13,0,0,5,5,5,14.20,0
2311,2311,0,6,7,6,13.86,0,0,6,6,6,14,0
2312,2312,0,7,7,6,13.39,0,0,8,8,8,12.49,0
2313,2313,0,5,7,4,12.75,0,0,5,5,0,0,0
2314,2314,0,5,7,4,14.50,0,0,5,5,5,14.60,0
2315,2315,0,6,7,6,12.17,0,0,6,6,6,12.17,0
2316,2316,0,5,5,5,15.40,0,0,5,5,5,15.60,0
2317,2317,0,5,9,2,13.33,0,0,5,9,2,16,4
2318,2318,0,5,5,0,0,0,0,5,5,0,0,0
2319,2319,0,6,0,0,0,0,0,6,0,0,0,0
2320,2320,0,6,7,6,13.71,0,0,6,8,6,14.71,0
2321,2321,0,6,7,4,12.25,0,0,6,7,0,0,0
2322,2322,1,6,9,5,16,1,0,6,11,4,16.50,0
2323,2323,0,5,8,1,11,0,0,5,5,1,13,0
2324,2324,0,7,7,7,14.09,0,0,7,7,7,14.09,0
2325,2325,0,6,9,6,10.17,0,0,6,10,6,10.50,0
2326,2326,0,5,8,1,10,0,0,5,9,0,0,0
2327,2327,0,5,10,0,0,0,0,5,7,1,10,0
2328,2328,0,5,10,2,10.50,0,0,5,5,3,10.67,0
2329,2329,0,0,0,0,0,0,0,0,0,0,0,0
2330,2330,0,6,6,0,0,0,0,6,6,0,0,0
2331,2331,0,6,12,0,0,0,0,5,10,0,0,0
2332,2332,0,6,8,0,0,0,0,6,10,0,0,0
2333,2333,0,6,15,5,13.33,0,0,6,15,5,12.40,0
2334,2334,0,0,0,0,0,0,0,0,0,0,0,0
2335,2335,0,6,7,6,13.57,0,0,6,6,6,14.33,0
2336,2336,0,6,6,6,12.83,0,0,6,7,6,11.17,0
2337,2337,1,5,6,4,10.25,0,3,8,18,5,11.20,5
2338,2338,0,6,6,0,0,0,0,6,6,0,0,0
2339,2339,0,5,5,4,14.50,0,0,6,8,3,13.33,0
2340,2340,0,5,6,5,15.80,0,0,5,8,5,13.71,0
2341,2341,0,6,0,0,0,0,0,6,0,0,0,0
2342,2342,0,5,8,4,12.50,0,0,5,7,3,14.67,1
2343,2343,16,18,22,18,11.67,0,12,13,13,12,11.50,1
2344,2344,0,5,6,4,13,0,0,5,5,5,13,0
2345,2345,0,7,8,7,12.12,0,0,9,12,8,11.51,0
2346,2346,7,11,15,9,14.22,0,4,9,15,7,13.75,0
2347,2347,0,6,17,4,12.50,0,0,6,8,4,13.25,0
2348,2348,0,5,7,5,12.17,0,0,5,7,5,15.29,0
2349,2349,0,6,0,0,0,0,0,6,0,0,0,0
2350,2350,0,6,6,6,12.67,0,0,6,6,6,11.50,0
2351,2351,0,8,8,7,13.61,0,0,8,8,7,13.61,0
2352,2352,11,18,32,12,12.86,1,8,12,15,10,14.30,0
2353,2353,0,5,7,4,14,0,0,5,5,5,14.20,0
2354,2354,0,6,8,4,14.75,0,0,6,6,5,11.80,0
2355,2355,0,6,0,0,0,0,0,6,0,0,0,0
2356,2356,0,6,8,6,13.63,0,0,6,7,6,14.29,0
2357,2357,0,0,0,0,0,0,0,0,0,0,0,0
2358,2358,0,6,12,4,11.80,0,0,6,11,4,11.88,0
2359,2359,0,6,8,6,15.13,0,0,6,10,6,14.60,0
2360,2360,0,6,10,4,11.50,0,0,6,10,2,10.50,0
2361,2361,0,5,12,1,10,0,0,5,11,1,11,0
2362,2362,0,4,8,0,0,0,0,5,10,0,0,0
2363,2363,0,5,9,3,10.33,0,0,5,6,5,12.80,0
2364,2364,0,5,9,0,0,0,0,5,6,2,11.67,0
2365,2365,0,6,9,4,12,2,0,6,10,4,12.50,0
2366,2366,0,6,6,6,13.83,0,0,6,6,6,14.50,0
2367,2367,13,17,19,13,12.15,0,10,17,28,11,11.91,1
2368,2368,0,6,7,6,14,0,0,6,8,6,13.67,0
2369,2369,0,6,8,6,16.50,0,0,6,6,5,13.80,0
2370,2370,0,5,11,1,18,2,0,5,10,3,13.33,2
2371,2371,0,6,11,6,11.29,0,0,6,12,5,11.78,0
2372,2372,0,0,0,0,0,0,0,0,0,0,0,0
2373,2373,0,0,0,0,0,0,0,0,0,0,0,0
2374,2374,0,6,10,5,14,0,0,6,10,6,12,0
2375,2375,0,5,13,4,13.75,1,0,5,9,3,12,0
2376,2376,0,6,9,4,13.25,0,0,6,6,5,11,0
2377,2377,0,5,7,4,14.25,0,0,5,7,4,14.75,0
2378,2378,0,5,9,0,0,1,0,5,5,0,0,0
2379,2379,8,12,12,8,11.25,0,3,8,8,3,11.33,0
2380,2380,0,6,7,6,13.50,0,0,6,8,6,12.50,0
2381,2381,0,6,8,5,12.67,0,0,6,10,6,12.86,0
2382,2382,0,6,6,6,15.17,0,0,6,6,6,12.33,0
2383,2383,4,6,6,6,13.17,0,2,5,7,5,15.14,0
2384,2384,7,12,20,10,11.80,0,5,12,15,9,11.44,0
2385,2385,0,5,10,4,11.50,0,0,5,11,0,0,0
2386,2386,0,6,6,6,14.50,0,0,6,8,6,11.33,0
2387,2387,0,6,10,5,13.40,0,0,6,12,3,10.67,0
2388,2388,0,0,0,0,0,0,0,0,0,0,0,0
2389,2389,0,5,8,4,10.80,0,0,5,10,2,12.50,0
2390,2390,0,5,6,0,0,0,0,5,5,0,0,0
2391,2391,3,10,23,6,11.43,0,2,7,15,4,12,1
2392,2392,8,14,24,8,12.50,2,6,13,23,10,11.60,0
2393,2393,0,5,11,2,13.50,0,0,5,11,3,12.33,0
2394,2394,0,6,6,0,0,0,0,6,12,0,0,0
2395,2395,0,5,8,5,12.75,0,0,5,7,5,11.50,0
2396,2396,0,6,17,3,11.33,3,0,6,14,3,12.33,0
2397,2397,0,6,8,0,0,0,0,6,10,0,0,0
2398,2398,0,6,9,5,11.40,0,0,6,13,5,12.40,0
2399,2399,0,6,7,6,14.43,0,0,6,7,6,14.57,0
2400,2400,0,7,9,7,12.49,0,0,8,10,8,11.71,0
2401,2401,2,8,10,4,11.50,0,2,8,13,4,11,0
2402,2402,0,5,7,5,11.20,0,0,5,6,5,12.80,1
2403,2403,0,5,9,3,12,1,0,5,7,3,11,0
2404,2404,0,8,8,7,15.89,0,0,8,8,7,15.89,0
2405,2405,0,7,12,4,12.94,0,0,7,12,4,11.58,0
2406,2406,0,6,6,6,14,0,0,6,6,6,14.17,0
2407,2407,0,0,0,0,0,0,0,0,0,0,0,0
2408,2408,0,7,7,0,0,7,0,8,8,0,0,8
2409,2409,0,5,0,0,0,0,0,5,0,0,0,0
2410,2410,0,5,8,4,11.25,0,0,5,8,3,11,1
2411,2411,0,5,5,0,0,0,0,5,6,0,0,0
2412,2412,0,6,13,4,11.25,0,0,6,12,0,0,1
2413,2413,0,5,11,3,10.67,0,1,5,10,4,12.50,0
2414,2414,0,6,9,5,11.80,0,1,6,10,3,10.67,1
2415,2415,5,10,19,8,11.63,1,4,10,16,10,11.18,3
2416,2416,0,6,11,0,0,0,0,5,10,0,0,0
2417,2417,0,6,8,4,10.25,0,0,6,6,4,11.25,0
2418,2418,14,15,16,15,10.80,0,13,14,14,14,11.36,0
2419,2419,5,12,15,11,12.55,0,4,11,16,11,12.67,0
2420,2420,0,7,7,7,13.57,0,0,6,9,5,13.40,0
2421,2421,0,6,0,0,0,0,0,6,0,0,0,0
2422,2422,0,5,5,0,0,0,0,5,5,0,0,0
2423,2423,0,6,9,6,14.78,0,0,6,11,5,12.20,0
2424,2424,0,3,4,0,0,0,0,4,8,0,0,0
2425,2425,0,2,2,0,0,0,0,2,2,0,0,0
2426,2426,0,4,4,0,0,0,0,5,0,0,0,0
2427,2427,0,5,10,0,0,0,0,5,5,0,0,0
2428,2428,0,5,5,5,11.40,0,0,5,7,5,11.60,0
2429,2429,3,9,13,6,11.67,0,2,7,10,6,10.86,0
2430,2430,6,10,12,7,11.29,0,2,8,8,5,13,0
2431,2431,0,6,12,4,11.50,0,0,6,10,5,12.60,0
2432,2432,0,5,5,5,16,0,0,5,5,5,16,0
2433,2433,0,6,6,6,12.50,0,0,6,7,6,12.67,0
2434,2434,0,5,7,4,12,0,0,5,10,3,13,3
2435,2435,0,5,11,0,0,2,0,5,11,3,11.67,1
2436,2436,0,5,10,5,13,0,0,5,10,5,12.60,0
2437,2437,8,18,27,13,13.71,1,7,12,18,12,12.08,0
2438,2438,0,5,9,3,12.33,0,0,6,14,3,12.50,0
2439,2439,11,17,31,11,12.73,4,10,12,24,10,12.70,1
2440,2440,1,5,5,1,14,0,0,5,5,0,0,0
2441,2441,0,5,0,0,0,0,0,5,0,0,0,0
2442,2442,0,6,8,5,11.40,0,1,6,12,3,11,1
2443,2443,0,5,5,0,0,0,0,5,5,1,10,0
2444,2444,0,6,8,6,18.88,0,6,12,14,12,17.69,0
2445,2445,0,6,12,0,0,0,0,6,12,0,0,0
2446,2446,0,7,15,6,11.33,0,0,7,16,4,12.60,0
2447,2447,3,7,9,7,13.50,0,0,5,6,5,16.20,0
2448,2448,7,11,12,2,15,7,4,9,10,3,10,4
2449,2449,0,5,10,0,0,0,0,5,7,0,0,0
2450,2450,9,9,9,9,14.22,0,5,5,5,5,12.80,0
2451,2451,0,0,0,0,0,0,0,0,0,0,0,0
2452,2452,2,7,14,4,12,2,0,6,16,0,0,1
2453,2453,0,5,9,5,12.60,1,0,5,8,4,12,0
2454,2454,6,12,12,12,15.08,0,4,11,15,11,13.08,0
2455,2455,0,5,5,0,0,0,0,5,5,0,0,0
2456,2456,0,6,8,6,14.50,0,0,6,10,6,15.30,0
2457,2457,0,6,6,6,14.50,0,0,6,6,6,13.50,0
2458,2458,0,5,12,3,10,0,0,5,12,1,13,0
2459,2459,0,5,0,0,0,0,0,5,0,0,0,0
2460,2460,0,5,5,5,11.60,0,0,5,5,5,13.20,0
2461,2461,0,6,10,4,11.75,0,0,6,7,0,0,0
2462,2462,0,6,0,0,0,0,0,6,0,0,0,0
2463,2463,0,0,0,0,0,0,0,0,0,0,0,0
2464,2464,0,6,7,0,0,0,0,6,6,0,0,0
2465,2465,0,5,7,4,11.25,0,0,5,8,4,11.80,0
2466,2466,0,6,9,5,11.57,0,0,6,11,0,0,0
2467,2467,0,5,7,4,10,0,0,5,8,1,16,0
2468,2468,0,6,11,5,13.83,0,0,6,13,6,12.30,0
2469,2469,3,6,6,4,12.75,0,3,9,12,3,12.67,0
2470,2470,0,4,4,0,0,0,0,5,9,0,0,0
2471,2471,1,6,13,5,11.60,0,1,6,12,2,11,0
2472,2472,0,5,5,0,0,0,0,5,5,0,0,0
2473,2473,0,6,6,4,11.25,0,0,6,10,3,10.33,0
2474,2474,0,6,0,0,0,0,0,6,0,0,0,0
2475,2475,0,6,6,6,14.33,0,0,6,7,6,15,0
2476,2476,0,6,7,0,0,0,0,5,5,0,0,0
2477,2477,18,23,23,20,13.50,3,18,23,23,20,13.50,3
2478,2478,0,6,8,6,12.67,0,0,6,10,5,12.20,0
2479,2479,0,7,7,7,12.44,0,0,8,11,7,11.35,0
2480,2480,0,5,7,3,10.67,1,0,5,7,3,11.33,0
2481,2481,0,0,0,0,0,0,0,0,0,0,0,0
2482,2482,1,6,6,6,12.67,0,1,6,6,5,12.40,0
2483,2483,0,5,5,5,13.20,0,0,5,6,5,14.83,0
2484,2484,7,12,20,10,12.70,0,5,12,14,11,12.18,0
2485,2485,0,5,6,5,14.83,0,0,5,5,5,14.80,0
2486,2486,4,10,10,4,11.50,0,1,7,8,1,12,0
2487,2487,0,6,0,0,0,0,0,6,0,0,0,0
2488,2488,0,5,0,0,0,0,0,5,0,0,0,0
2489,2489,0,5,7,3,12.67,1,0,5,12,2,12.50,0
2490,2490,0,6,7,6,14.71,0,0,6,6,6,12.50,0
2491,2491,0,6,11,3,13.67,0,0,6,13,4,10.25,0
2492,2492,0,5,9,5,10.80,0,0,5,13,2,13.50,0
2493,2493,2,8,13,4,10.50,0,5,10,16,7,10.43,0
2494,2494,0,6,10,6,15,0,0,6,11,5,12.50,0
2495,2495,0,6,6,6,12.67,0,0,6,6,6,14,0
2496,2496,0,6,7,6,13.17,0,0,6,6,6,13.67,0
2497,2497,0,0,0,0,0,0,0,0,0,0,0,0
2498,2498,0,6,6,6,13,0,0,6,6,6,12.50,0
2499,2499,0,0,0,0,0,0,0,0,0,0,0,0
2500,2500,0,6,13,2,10,0,0,6,10,1,15,0
2501,2501,2,6,7,6,13.33,0,1,6,16,5,13.38,0
2502,2502,0,6,13,3,12.33,0,0,6,6,6,13.33,0
2503,2503,14,21,23,20,13.18,0,10,14,18,14,11.64,0
2504,2504,0,7,7,6,12.51,0,0,8,9,7,13.07,0
2505,2505,0,6,0,0,0,0,0,6,0,0,0,0
2506,2506,0,8,8,7,13.59,0,0,8,8,7,13.59,0
2507,2507,0,7,9,7,11.16,0,0,8,10,8,11.43,0
2508,2508,1,7,9,6,11.86,0,1,6,7,5,12,0
2509,2509,0,0,0,0,0,0,0,0,0,0,0,0
2510,2510,9,14,14,14,14,0,7,13,13,13,13.62,0
2511,2511,0,6,8,5,12,0,0,6,0,0,0,0
2512,2512,0,7,15,4,11.58,0,0,7,10,5,12.42,0
2513,2513,0,7,8,7,13.20,0,0,8,8,8,13.06,0
2514,2514,0,6,10,6,13.50,0,0,6,12,6,12,0
2515,2515,0,6,6,6,13.33,0,0,6,8,5,12.80,0
2516,2516,0,5,10,4,14.25,0,0,5,14,1,10,0
2517,2517,0,6,7,6,12.17,0,0,6,9,4,12,0
2518,2518,0,8,8,7,12.21,0,0,8,8,7,12.21,0
2519,2519,0,6,8,6,12.67,0,0,6,6,6,13,0
2520,2520,0,6,7,6,12.29,0,0,6,6,6,13.50,0
2521,2521,0,6,7,6,13,0,0,6,6,6,13,0
2522,2522,0,6,8,6,12.14,0,0,6,6,6,11.17,0
2523,2523,0,7,8,7,13.88,0,0,8,9,7,13.09,0
2524,2524,0,6,0,0,0,0,0,6,0,0,0,0
2525,2525,0,6,12,6,11.67,0,0,6,7,0,0,0
2526,2526,0,6,13,6,13.15,0,0,6,12,3,11,0
2527,2527,0,6,6,6,14.50,0,0,6,6,6,12.83,0
2528,2528,0,7,7,7,14.44,0,0,8,8,8,13.66,0
2529,2529,0,6,6,6,15.17,0,0,6,7,6,14.29,0
2530,2530,0,5,5,5,11.60,0,0,5,12,4,12.63,0
2531,2531,0,6,6,6,11.67,0,0,6,6,6,12.33,0
2532,2532,0,6,8,6,12.63,0,0,6,10,6,13.20,0
2533,2533,0,6,14,3,12.67,0,0,6,7,6,11,0
2534,2534,0,6,7,6,12.83,1,0,6,8,6,13,0
2535,2535,0,6,7,6,11.86,0,0,6,8,6,13.14,0
2536,2536,0,6,8,5,11.40,1,0,6,7,4,10.75,0
2537,2537,0,5,10,5,14.86,2,0,5,7,5,15.14,0
2538,2538,0,6,7,6,14.71,0,0,6,6,6,15.83,0
2539,2539,0,6,6,6,13.50,0,0,6,9,5,13,0
2540,2540,0,5,7,4,11.50,0,0,5,5,5,12.40,0
2541,2541,2,5,9,2,14,0,0,5,5,0,0,0
2542,2542,0,7,8,6,12.83,0,0,6,6,0,0,0
2543,2543,0,7,7,7,13.43,0,0,8,8,8,14.75,0
2544,2544,0,6,0,0,0,0,0,6,0,0,0,0
2545,2545,0,6,18,3,11.67,0,0,6,14,4,11.50,0
2546,2546,0,6,6,6,16,0,0,6,7,6,14.33,0
2547,2547,0,6,6,6,13.83,0,0,6,6,6,11.83,0
2548,2548,0,8,9,8,13.23,1,0,8,9,8,13.23,1
2549,2549,0,6,6,6,14,0,0,6,6,6,14.17,0
2550,2550,0,6,14,2,10,0,0,6,6,0,0,0
2551,2551,8,16,16,15,13.33,0,11,13,13,11,12.27,0
2552,2552,0,6,6,6,12.50,0,0,6,6,6,14.33,0
2553,2553,0,6,6,6,12.50,0,0,6,6,6,11.50,0
2554,2554,0,5,8,2,10.50,0,0,5,5,0,0,0
2555,2555,0,5,11,3,10.67,0,0,5,9,3,11.33,0
2556,2556,0,5,9,4,10.50,0,0,5,11,2,10.50,3
2557,2557,0,5,10,4,12,0,0,5,6,5,11.40,0
2558,2558,0,0,0,0,0,0,0,0,0,0,0,0
2559,2559,0,5,11,5,11.50,0,0,5,9,2,10.67,0
2560,2560,0,6,6,6,14,0,0,6,6,6,13.50,0
2561,2561,0,6,7,6,13.50,0,0,6,8,5,12.60,0
2562,2562,0,8,8,8,13.07,0,0,8,8,8,13.07,0
2563,2563,0,7,9,2,10.75,0,0,7,9,0,0,0
2564,2564,0,6,11,1,12,0,0,5,10,0,0,0
2565,2565,0,6,6,6,14,0,0,6,6,6,13.33,0
2566,2566,0,6,7,6,12.33,0,0,6,7,6,13.43,0
2567,2567,0,7,7,7,13.46,0,0,8,9,8,14.79,0
2568,2568,0,6,14,3,10.67,1,0,6,9,5,11.20,0
2569,2569,0,5,6,5,11.60,0,0,5,8,5,12.20,0
2570,2570,0,6,6,6,13.67,0,0,6,6,6,14.67,0
2571,2571,0,8,9,8,14.40,1,0,8,9,8,14.40,1
2572,2572,0,7,9,7,15.47,0,0,8,8,8,16.39,0
2573,2573,0,6,8,6,12.63,0,0,6,6,6,14.17,0
2574,2574,0,7,7,6,14.98,0,0,7,7,6,14.98,0
2575,2575,0,6,6,6,15,0,0,6,6,6,13,0
2576,2576,5,9,9,9,15.89,0,3,7,7,7,14.14,0
2577,2577,0,6,14,4,11.50,0,0,6,14,3,11,0
2578,2578,0,6,14,2,10.50,0,0,6,11,1,10,0
2579,2579,0,7,7,6,13.98,0,0,7,7,6,13.98,0
2580,2580,0,6,6,6,13,0,0,6,6,6,12.83,0
2581,2581,0,6,6,6,13.67,0,0,6,6,6,13,0
2582,2582,0,6,8,0,0,0,0,6,8,0,0,0
2583,2583,0,5,5,5,14.40,0,0,5,5,5,15.40,0
2584,2584,0,5,10,4,12,0,0,5,9,4,11.25,0
2585,2585,0,6,6,6,14.17,0,0,6,7,6,13.67,0
2586,2586,0,6,8,5,12.20,0,0,6,7,6,12,0
2587,2587,0,5,8,3,12,1,0,5,9,3,12.67,0
2588,2588,0,5,11,2,10.50,0,0,5,14,1,11,0
2589,2589,0,6,8,3,12.33,0,0,6,11,2,10.50,0
2590,2590,0,6,7,5,12.20,0,0,6,7,5,12.20,0
2591,2591,0,6,6,0,0,0,0,6,6,0,0,0
2592,2592,0,7,10,6,11.50,0,0,7,8,6,13.17,0
2593,2593,4,9,9,9,10.89,0,3,10,18,10,11.62,0
2594,2594,0,7,12,6,12.17,0,0,8,8,8,11.68,0
2595,2595,0,5,7,2,10,1,0,5,9,1,12,0
2596,2596,0,6,6,6,12.67,0,0,6,6,6,12.17,0
2597,2597,0,6,9,5,11.40,0,0,6,8,5,12.20,0
2598,2598,0,0,0,0,0,0,0,0,0,0,0,0
2599,2599,0,5,14,2,13,2,0,5,8,4,12,1
2600,2600,0,6,8,5,13.40,0,0,6,7,5,12,0
2601,2601,0,6,6,6,13.50,0,0,6,8,5,12.80,0
2602,2602,0,6,14,4,12.25,0,0,6,11,3,11.33,0
2603,2603,0,6,7,6,12.29,0,0,6,7,6,12.83,0
2604,2604,0,5,12,0,0,4,0,5,8,0,0,1
2605,2605,0,6,10,2,10.50,0,0,6,11,1,13,0
2606,2606,0,5,12,3,14,2,0,5,8,5,12,1
2607,2607,2,5,7,5,14.20,0,0,5,10,5,12.20,0
2608,2608,0,6,8,5,13,0,0,6,7,6,13.14,0
2609,2609,0,6,6,6,11,0,0,6,8,4,12.75,0
2610,2610,3,8,9,3,11,0,2,7,7,2,10,0
2611,2611,0,7,9,6,12.39,0,0,8,9,8,13.76,0
2612,2612,0,6,12,4,14.75,0,0,6,7,4,12.25,0
2613,2613,0,5,6,5,16.17,0,0,5,6,5,15.83,0
2614,2614,0,5,7,0,0,0,0,5,8,0,0,0
2615,2615,0,5,6,5,12.40,0,0,5,9,3,13,0
2616,2616,0,6,8,5,11.60,0,0,6,11,4,13,0
2617,2617,0,6,8,5,12.20,0,0,6,13,0,0,0
2618,2618,0,6,7,5,11,0,0,6,7,5,12.80,0
2619,2619,0,6,8,6,12.33,0,0,6,7,5,12.40,0
2620,2620,3,6,6,6,14.83,0,2,6,7,6,12.57,0
2621,2621,9,10,15,9,11.56,0,7,11,17,10,11.90,0
2622,2622,0,6,6,6,12,0,0,6,6,6,11.83,0
2623,2623,13,13,13,11,12.73,0,9,11,11,10,12.60,0
2624,2624,2,2,2,2,10.50,0,1,1,1,1,11,0
2625,2625,0,6,6,6,12.33,0,0,6,6,6,12,0
2626,2626,0,5,10,0,0,0,0,5,7,1,12,0
2627,2627,0,7,7,7,14.84,0,0,8,9,8,14.39,0
2628,2628,0,7,7,7,12.20,0,0,7,7,7,12.20,0
2629,2629,0,5,10,4,10.80,0,0,5,10,4,11.75,0
2630,2630,0,5,7,4,12.75,0,0,5,7,5,14.33,0
2631,2631,0,5,13,2,11,0,0,5,12,1,12,0
2632,2632,0,6,9,4,10.75,0,0,6,12,0,0,0
2633,2633,0,8,9,8,12.55,1,0,8,9,8,12.55,1
2634,2634,0,8,8,7,12.67,0,0,8,8,7,12.67,0
2635,2635,0,6,10,6,12.71,0,0,6,8,4,13,0
2636,2636,0,7,7,2,11.75,0,0,5,10,0,0,0
2637,2637,0,6,11,3,11,0,0,6,14,0,0,0
2638,2638,0,0,0,0,0,0,0,0,0,0,0,0
2639,2639,0,5,5,5,13.40,0,0,5,6,5,12.20,0
2640,2640,14,17,21,17,12.58,0,15,17,20,17,12.12,0
2641,2641,0,5,0,0,0,0,0,5,0,0,0,0
2642,2642,0,6,8,6,12,0,0,6,8,6,11.50,0
2643,2643,0,6,6,3,12.33,0,0,6,9,0,0,0
2644,2644,0,5,11,4,11.50,0,0,5,11,3,13.50,0
2645,2645,1,6,7,5,12.80,0,1,6,11,5,13.83,0
2646,2646,0,0,0,0,0,0,0,0,0,0,0,0
2647,2647,5,7,8,7,13.29,0,3,8,11,7,12.14,0
2648,2648,0,6,16,4,11.80,0,0,6,15,2,12,0
2649,2649,6,13,13,6,11.33,0,2,11,11,2,13.50,0
2650,2650,0,8,12,5,12,1,0,8,12,5,12,1
2651,2651,0,7,10,5,13.98,0,0,8,9,8,13.22,0
2652,2652,0,6,10,5,15.20,0,1,6,9,1,11,0
2653,2653,0,6,7,6,13.14,0,0,6,8,6,14.17,0
2654,2654,0,5,14,0,0,1,0,5,5,0,0,0
2655,2655,0,8,11,7,13.87,0,0,8,11,7,13.87,0
2656,2656,0,8,11,6,12.68,0,0,8,11,6,12.68,0
2657,2657,0,0,0,0,0,0,0,0,0,0,0,0
