ParentDetailID;ParentID;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation
1,141.00;1,141.00;38.00;19.00;5.00;6.00
1,142.00;1,142.00;19.00;38.00;7.00;9.00
1,143.00;1,143.00;1.00;1.00;2.00;2.00
1,144.00;1,144.00;19.00;19.00;9.00;5.00
1,145.00;1,145.00;37.00;37.00;9.00;9.00
1,146.00;1,146.00;19.00;11.00;.00;.00
1,147.00;1,147.00;19.00;38.00;4.00;5.00
1,148.00;1,148.00;19.00;38.00;5.00;7.00
1,149.00;1,149.00;1.00;1.00;9.00;.00
1,150.00;1,150.00;19.00;19.00;4.00;4.00
1,151.00;1,151.00;12.00;19.00;4.00;5.00
1,152.00;1,152.00;37.00;37.00;9.00;1.00
1,153.00;1,153.00;1.00;19.00;3.00;5.00
1,154.00;1,154.00;38.00;1.00;9.00;4.00
1,155.00;1,155.00;1.00;37.00;7.00;7.00
1,156.00;1,156.00;1.00;2.00;10.00;10.00
1,157.00;1,157.00;38.00;37.00;9.00;7.00
1,158.00;1,158.00;38.00;37.00;9.00;7.00
1,159.00;1,159.00;1.00;37.00;9.00;7.00
1,160.00;1,160.00;19.00;19.00;3.00;9.00
1,161.00;1,161.00;37.00;37.00;9.00;9.00
1,162.00;1,162.00;37.00;37.00;3.00;3.00
1,163.00;1,163.00;38.00;1.00;9.00;5.00
1,164.00;1,164.00;37.00;37.00;3.00;4.00
1,165.00;1,165.00;37.00;37.00;9.00;9.00
1,166.00;1,166.00;19.00;37.00;5.00;9.00
1,167.00;1,167.00;3.00;37.00;9.00;9.00
1,168.00;1,168.00;19.00;19.00;.00;.00
1,169.00;1,169.00;3.00;1.00;2.00;7.00
1,170.00;1,170.00;19.00;37.00;5.00;7.00
1,171.00;1,171.00;38.00;19.00;5.00;7.00
1,172.00;1,172.00;1.00;19.00;4.00;3.00
1,173.00;1,173.00;34.00;34.00;.00;.00
1,174.00;1,174.00;1.00;1.00;4.00;10.00
1,175.00;1,175.00;1.00;37.00;9.00;9.00
1,176.00;1,176.00;19.00;1.00;5.00;5.00
1,177.00;1,177.00;37.00;37.00;5.00;6.00
1,178.00;1,178.00;2.00;1.00;9.00;1.00
1,179.00;1,179.00;37.00;37.00;9.00;9.00
1,180.00;1,180.00;38.00;37.00;9.00;9.00
1,181.00;1,181.00;37.00;37.00;9.00;9.00
1,182.00;1,182.00;1.00;1.00;9.00;9.00
1,183.00;1,183.00;19.00;19.00;5.00;5.00
1,184.00;1,184.00;19.00;38.00;9.00;9.00
1,185.00;1,185.00;19.00;38.00;192.00;192.00
1,186.00;1,186.00;19.00;19.00;9.00;9.00
1,187.00;1,187.00;37.00;19.00;9.00;7.00
1,188.00;1,188.00;37.00;37.00;9.00;7.00
1,189.00;1,189.00;19.00;1.00;5.00;7.00
1,190.00;1,190.00;1.00;19.00;4.00;4.00
1,191.00;1,191.00;34.00;34.00;.00;.00
1,192.00;1,192.00;1.00;1.00;4.00;4.00
1,193.00;1,193.00;19.00;19.00;7.00;7.00
1,194.00;1,194.00;1.00;1.00;3.00;6.00
1,195.00;1,195.00;38.00;37.00;9.00;9.00
1,196.00;1,196.00;19.00;19.00;4.00;7.00
1,197.00;1,197.00;37.00;2.00;9.00;3.00
1,198.00;1,198.00;1.00;37.00;5.00;5.00
1,199.00;1,199.00;1.00;19.00;4.00;4.00
1,200.00;1,200.00;1.00;19.00;5.00;5.00
1,201.00;1,201.00;1.00;19.00;4.00;4.00
1,202.00;1,202.00;37.00;37.00;4.00;8.00
1,203.00;1,203.00;19.00;37.00;9.00;7.00
1,204.00;1,204.00;1.00;38.00;194.00;163.00
1,205.00;1,205.00;34.00;34.00;.00;.00
1,206.00;1,206.00;38.00;38.00;1.00;9.00
1,207.00;1,207.00;37.00;34.00;90.00;.00
1,208.00;1,208.00;19.00;37.00;9.00;10.00
1,209.00;1,209.00;37.00;38.00;.00;5.00
1,210.00;1,210.00;37.00;37.00;9.00;9.00
1,211.00;1,211.00;37.00;37.00;9.00;9.00
1,212.00;1,212.00;1.00;1.00;9.00;9.00
1,213.00;1,213.00;38.00;1.00;9.00;4.00
1,214.00;1,214.00;37.00;37.00;.00;.00
1,215.00;1,215.00;19.00;19.00;7.00;9.00
1,216.00;1,216.00;3.00;38.00;3.00;7.00
1,217.00;1,217.00;19.00;19.00;5.00;8.00
1,218.00;1,218.00;19.00;37.00;7.00;6.00
1,219.00;1,219.00;1.00;1.00;4.00;10.00
1,220.00;1,220.00;19.00;38.00;9.00;7.00
1,221.00;1,221.00;39.00;1.00;3.00;4.00
1,222.00;1,222.00;19.00;1.00;9.00;5.00
1,223.00;1,223.00;19.00;39.00;5.00;3.00
1,224.00;1,224.00;1.00;19.00;1.00;5.00
1,225.00;1,225.00;19.00;38.00;7.00;7.00
1,226.00;1,226.00;38.00;38.00;7.00;7.00
1,227.00;1,227.00;9.00;19.00;4.00;3.00
1,228.00;1,228.00;38.00;38.00;5.00;7.00
1,229.00;1,229.00;38.00;38.00;4.00;8.00
1,230.00;1,230.00;1.00;1.00;4.00;3.00
1,231.00;1,231.00;19.00;38.00;5.00;6.00
1,232.00;1,232.00;1.00;19.00;4.00;4.00
1,233.00;1,233.00;19.00;38.00;4.00;10.00
1,234.00;1,234.00;3.00;1.00;4.00;5.00
1,235.00;1,235.00;1.00;37.00;1.00;1.00
1,236.00;1,236.00;19.00;38.00;7.00;4.00
1,237.00;1,237.00;1.00;37.00;4.00;3.00
1,238.00;1,238.00;1.00;37.00;7.00;7.00
1,239.00;1,239.00;38.00;37.00;9.00;9.00
1,240.00;1,240.00;3.00;1.00;4.00;4.00
1,241.00;1,241.00;37.00;37.00;9.00;9.00
1,242.00;1,242.00;19.00;19.00;4.00;4.00
1,243.00;1,243.00;1.00;19.00;4.00;5.00
1,244.00;1,244.00;19.00;3.00;9.00;1.00
1,245.00;1,245.00;37.00;37.00;4.00;9.00
1,246.00;1,246.00;37.00;37.00;5.00;5.00
1,247.00;1,247.00;19.00;19.00;9.00;9.00
1,248.00;1,248.00;19.00;19.00;9.00;9.00
1,249.00;1,249.00;19.00;37.00;3.00;6.00
1,250.00;1,250.00;38.00;37.00;5.00;3.00
1,251.00;1,251.00;19.00;39.00;4.00;8.00
1,252.00;1,252.00;38.00;37.00;9.00;5.00
1,253.00;1,253.00;38.00;38.00;7.00;8.00
1,254.00;1,254.00;38.00;38.00;7.00;8.00
1,255.00;1,255.00;19.00;19.00;5.00;1.00
1,256.00;1,256.00;3.00;1.00;5.00;5.00
1,257.00;1,257.00;19.00;38.00;5.00;5.00
1,258.00;1,258.00;38.00;37.00;7.00;7.00
1,259.00;1,259.00;1.00;37.00;4.00;7.00
1,260.00;1,260.00;19.00;38.00;9.00;9.00
1,261.00;1,261.00;1.00;1.00;3.00;3.00
1,262.00;1,262.00;19.00;37.00;9.00;3.00
1,263.00;1,263.00;19.00;19.00;9.00;9.00
1,264.00;1,264.00;37.00;19.00;7.00;3.00
1,265.00;1,265.00;38.00;37.00;9.00;5.00
1,266.00;1,266.00;1.00;1.00;4.00;5.00
1,267.00;1,267.00;38.00;38.00;9.00;10.00
1,268.00;1,268.00;19.00;37.00;9.00;7.00
1,269.00;1,269.00;38.00;38.00;191.00;193.00
1,270.00;1,270.00;37.00;37.00;6.00;6.00
1,271.00;1,271.00;37.00;19.00;9.00;10.00
1,272.00;1,272.00;19.00;38.00;9.00;9.00
1,273.00;1,273.00;38.00;37.00;9.00;8.00
1,274.00;1,274.00;37.00;37.00;7.00;8.00
1,275.00;1,275.00;37.00;37.00;9.00;7.00
1,276.00;1,276.00;19.00;19.00;4.00;7.00
1,277.00;1,277.00;1.00;19.00;9.00;7.00
1,278.00;1,278.00;37.00;37.00;9.00;9.00
1,279.00;1,279.00;1.00;12.00;4.00;5.00
1,280.00;1,280.00;19.00;37.00;9.00;9.00
1,281.00;1,281.00;19.00;19.00;4.00;9.00
1,282.00;1,282.00;38.00;19.00;7.00;9.00
1,283.00;1,283.00;1.00;19.00;4.00;7.00
1,284.00;1,284.00;19.00;19.00;4.00;4.00
1,285.00;1,285.00;19.00;37.00;5.00;7.00
1,286.00;1,286.00;19.00;38.00;3.00;3.00
1,287.00;1,287.00;1.00;1.00;4.00;9.00
1,288.00;1,288.00;19.00;1.00;9.00;9.00
1,289.00;1,289.00;36.00;37.00;.00;.00
1,290.00;1,290.00;19.00;19.00;9.00;7.00
1,291.00;1,291.00;1.00;19.00;9.00;8.00
1,292.00;1,292.00;38.00;38.00;9.00;9.00
1,293.00;1,293.00;1.00;19.00;9.00;7.00
1,294.00;1,294.00;4.00;12.00;2.00;9.00
1,295.00;1,295.00;1.00;41.00;9.00;3.00
1,296.00;1,296.00;1.00;1.00;4.00;4.00
1,297.00;1,297.00;34.00;34.00;.00;.00
1,298.00;1,298.00;37.00;37.00;9.00;6.00
1,299.00;1,299.00;2.00;37.00;4.00;9.00
1,300.00;1,300.00;38.00;38.00;5.00;5.00
1,301.00;1,301.00;1.00;19.00;3.00;4.00
1,302.00;1,302.00;3.00;19.00;3.00;9.00
1,303.00;1,303.00;3.00;3.00;2.00;2.00
1,304.00;1,304.00;3.00;3.00;1.00;10.00
1,305.00;1,305.00;1.00;19.00;7.00;7.00
1,306.00;1,306.00;19.00;19.00;9.00;9.00
1,307.00;1,307.00;1.00;38.00;8.00;8.00
1,308.00;1,308.00;19.00;38.00;5.00;7.00
1,309.00;1,309.00;37.00;38.00;5.00;7.00
1,310.00;1,310.00;38.00;38.00;9.00;9.00
1,311.00;1,311.00;1.00;19.00;143.00;172.00
1,312.00;1,312.00;37.00;37.00;9.00;6.00
1,313.00;1,313.00;38.00;37.00;9.00;5.00
1,314.00;1,314.00;3.00;39.00;2.00;3.00
1,315.00;1,315.00;19.00;1.00;5.00;7.00
1,316.00;1,316.00;19.00;37.00;9.00;7.00
1,317.00;1,317.00;1.00;19.00;4.00;9.00
1,318.00;1,318.00;34.00;38.00;.00;8.00
1,319.00;1,319.00;1.00;19.00;5.00;7.00
1,320.00;1,320.00;1.00;38.00;4.00;8.00
1,321.00;1,321.00;1.00;38.00;9.00;3.00
1,322.00;1,322.00;19.00;1.00;194.00;103.00
1,323.00;1,323.00;38.00;38.00;9.00;9.00
1,324.00;1,324.00;38.00;38.00;5.00;5.00
1,325.00;1,325.00;3.00;38.00;2.00;10.00
1,326.00;1,326.00;37.00;37.00;9.00;9.00
1,327.00;1,327.00;1.00;37.00;4.00;9.00
1,328.00;1,328.00;34.00;38.00;.00;7.00
1,329.00;1,329.00;1.00;1.00;3.00;3.00
1,330.00;1,330.00;4.00;1.00;2.00;9.00
1,331.00;1,331.00;19.00;38.00;9.00;7.00
1,332.00;1,332.00;1.00;1.00;3.00;10.00
1,333.00;1,333.00;3.00;1.00;1.00;3.00
1,334.00;1,334.00;19.00;37.00;7.00;7.00
1,335.00;1,335.00;38.00;38.00;5.00;5.00
1,336.00;1,336.00;1.00;19.00;2.00;10.00
1,337.00;1,337.00;1.00;38.00;3.00;7.00
1,338.00;1,338.00;37.00;37.00;9.00;6.00
1,339.00;1,339.00;1.00;19.00;9.00;9.00
1,340.00;1,340.00;37.00;38.00;7.00;8.00
1,341.00;1,341.00;37.00;37.00;6.00;9.00
1,342.00;1,342.00;19.00;19.00;9.00;9.00
1,343.00;1,343.00;19.00;38.00;7.00;7.00
1,344.00;1,344.00;37.00;37.00;9.00;7.00
1,345.00;1,345.00;1.00;1.00;4.00;8.00
1,346.00;1,346.00;1.00;3.00;4.00;4.00
1,347.00;1,347.00;1.00;1.00;3.00;3.00
1,348.00;1,348.00;1.00;1.00;7.00;7.00
1,349.00;1,349.00;19.00;38.00;8.00;9.00
1,350.00;1,350.00;19.00;19.00;4.00;9.00
1,351.00;1,351.00;1.00;1.00;3.00;3.00
1,352.00;1,352.00;19.00;19.00;9.00;9.00
1,353.00;1,353.00;1.00;19.00;4.00;3.00
1,354.00;1,354.00;38.00;19.00;4.00;9.00
1,355.00;1,355.00;1.00;38.00;5.00;8.00
1,356.00;1,356.00;1.00;12.00;4.00;5.00
1,357.00;1,357.00;34.00;37.00;.00;.00
1,358.00;1,358.00;19.00;1.00;9.00;5.00
1,359.00;1,359.00;1.00;1.00;4.00;10.00
1,360.00;1,360.00;19.00;37.00;9.00;9.00
1,361.00;1,361.00;3.00;1.00;123.00;152.00
1,362.00;1,362.00;37.00;38.00;9.00;9.00
1,363.00;1,363.00;38.00;38.00;5.00;5.00
1,364.00;1,364.00;19.00;1.00;9.00;9.00
1,365.00;1,365.00;19.00;37.00;4.00;9.00
1,366.00;1,366.00;6.00;22.00;3.00;3.00
1,367.00;1,367.00;1.00;19.00;3.00;5.00
1,368.00;1,368.00;38.00;38.00;9.00;9.00
1,369.00;1,369.00;19.00;19.00;7.00;3.00
1,370.00;1,370.00;1.00;19.00;9.00;9.00
1,371.00;1,371.00;38.00;37.00;4.00;8.00
1,372.00;1,372.00;1.00;1.00;9.00;9.00
1,373.00;1,373.00;1.00;19.00;5.00;9.00
1,374.00;1,374.00;1.00;38.00;3.00;5.00
1,375.00;1,375.00;1.00;37.00;4.00;8.00
1,376.00;1,376.00;38.00;1.00;5.00;1.00
1,377.00;1,377.00;1.00;1.00;9.00;3.00
1,378.00;1,378.00;37.00;19.00;7.00;7.00
1,379.00;1,379.00;19.00;37.00;5.00;5.00
1,380.00;1,380.00;1.00;1.00;5.00;9.00
1,381.00;1,381.00;3.00;19.00;2.00;8.00
1,382.00;1,382.00;38.00;19.00;9.00;9.00
1,383.00;1,383.00;1.00;19.00;4.00;1.00
1,384.00;1,384.00;19.00;38.00;9.00;8.00
1,385.00;1,385.00;1.00;1.00;5.00;3.00
1,386.00;1,386.00;19.00;37.00;1.00;9.00
1,387.00;1,387.00;2.00;3.00;3.00;2.00
1,388.00;1,388.00;37.00;37.00;9.00;5.00
1,389.00;1,389.00;37.00;13.00;4.00;90.00
1,390.00;1,390.00;1.00;19.00;3.00;3.00
1,391.00;1,391.00;1.00;1.00;2.00;7.00
1,392.00;1,392.00;3.00;19.00;3.00;10.00
1,393.00;1,393.00;19.00;19.00;9.00;9.00
1,394.00;1,394.00;1.00;19.00;4.00;9.00
1,395.00;1,395.00;38.00;38.00;191.00;175.00
1,396.00;1,396.00;12.00;1.00;9.00;3.00
1,397.00;1,397.00;1.00;1.00;3.00;9.00
1,398.00;1,398.00;12.00;37.00;3.00;9.00
1,399.00;1,399.00;37.00;38.00;9.00;9.00
1,400.00;1,400.00;19.00;19.00;9.00;8.00
1,401.00;1,401.00;1.00;3.00;3.00;3.00
1,402.00;1,402.00;38.00;38.00;9.00;7.00
1,403.00;1,403.00;12.00;1.00;1.00;90.00
1,404.00;1,404.00;38.00;1.00;9.00;7.00
1,405.00;1,405.00;2.00;37.00;2.00;8.00
1,406.00;1,406.00;1.00;3.00;5.00;8.00
1,407.00;1,407.00;38.00;37.00;5.00;5.00
1,408.00;1,408.00;38.00;1.00;9.00;9.00
1,409.00;1,409.00;11.00;34.00;5.00;.00
1,410.00;1,410.00;38.00;1.00;9.00;1.00
1,411.00;1,411.00;37.00;37.00;9.00;5.00
1,412.00;1,412.00;19.00;37.00;9.00;7.00
1,413.00;1,413.00;37.00;37.00;9.00;9.00
1,414.00;1,414.00;37.00;37.00;9.00;9.00
1,415.00;1,415.00;19.00;1.00;4.00;7.00
1,416.00;1,416.00;19.00;19.00;90.00;90.00
1,417.00;1,417.00;19.00;19.00;90.00;7.00
1,418.00;1,418.00;3.00;19.00;5.00;5.00
1,419.00;1,419.00;19.00;19.00;5.00;7.00
1,420.00;1,420.00;38.00;38.00;9.00;10.00
1,421.00;1,421.00;37.00;37.00;9.00;5.00
1,422.00;1,422.00;1.00;38.00;5.00;7.00
1,423.00;1,423.00;19.00;38.00;9.00;7.00
1,424.00;1,424.00;38.00;38.00;6.00;6.00
1,425.00;1,425.00;19.00;37.00;9.00;9.00
1,426.00;1,426.00;19.00;19.00;5.00;5.00
1,427.00;1,427.00;4.00;4.00;2.00;6.00
1,428.00;1,428.00;2.00;37.00;1.00;1.00
1,429.00;1,429.00;37.00;37.00;9.00;9.00
1,430.00;1,430.00;19.00;38.00;9.00;7.00
1,431.00;1,431.00;38.00;38.00;5.00;7.00
1,432.00;1,432.00;1.00;12.00;4.00;9.00
1,433.00;1,433.00;37.00;38.00;7.00;7.00
1,434.00;1,434.00;1.00;38.00;4.00;8.00
1,435.00;1,435.00;1.00;38.00;9.00;9.00
1,436.00;1,436.00;41.00;1.00;3.00;4.00
1,437.00;1,437.00;1.00;3.00;143.00;152.00
1,438.00;1,438.00;37.00;37.00;9.00;9.00
1,439.00;1,439.00;1.00;1.00;9.00;9.00
1,440.00;1,440.00;38.00;37.00;9.00;6.00
1,441.00;1,441.00;19.00;19.00;7.00;3.00
1,442.00;1,442.00;1.00;1.00;9.00;9.00
1,443.00;1,443.00;1.00;1.00;4.00;3.00
1,444.00;1,444.00;1.00;4.00;9.00;5.00
1,445.00;1,445.00;1.00;1.00;6.00;6.00
1,446.00;1,446.00;4.00;19.00;4.00;3.00
1,447.00;1,447.00;3.00;29.00;3.00;5.00
1,448.00;1,448.00;1.00;19.00;4.00;3.00
1,449.00;1,449.00;37.00;37.00;9.00;4.00
1,450.00;1,450.00;1.00;19.00;4.00;4.00
1,451.00;1,451.00;2.00;1.00;4.00;1.00
1,452.00;1,452.00;19.00;37.00;9.00;9.00
1,453.00;1,453.00;1.00;1.00;4.00;1.00
1,454.00;1,454.00;19.00;37.00;5.00;7.00
1,455.00;1,455.00;3.00;1.00;2.00;3.00
1,456.00;1,456.00;1.00;37.00;4.00;9.00
1,457.00;1,457.00;1.00;19.00;4.00;5.00
1,458.00;1,458.00;1.00;1.00;3.00;7.00
1,459.00;1,459.00;2.00;38.00;143.00;163.00
1,460.00;1,460.00;37.00;37.00;7.00;7.00
1,461.00;1,461.00;38.00;37.00;7.00;7.00
1,462.00;1,462.00;38.00;38.00;9.00;8.00
1,463.00;1,463.00;3.00;19.00;2.00;8.00
1,464.00;1,464.00;1.00;19.00;4.00;4.00
1,465.00;1,465.00;19.00;19.00;4.00;3.00
1,466.00;1,466.00;34.00;34.00;.00;.00
1,467.00;1,467.00;10.00;12.00;9.00;9.00
1,468.00;1,468.00;37.00;38.00;4.00;4.00
1,469.00;1,469.00;1.00;19.00;9.00;7.00
1,470.00;1,470.00;1.00;1.00;4.00;3.00
1,471.00;1,471.00;3.00;38.00;3.00;7.00
1,472.00;1,472.00;3.00;3.00;7.00;1.00
1,473.00;1,473.00;19.00;38.00;4.00;9.00
1,474.00;1,474.00;37.00;37.00;.00;4.00
1,475.00;1,475.00;1.00;3.00;9.00;10.00
1,476.00;1,476.00;19.00;38.00;4.00;7.00
1,477.00;1,477.00;37.00;37.00;9.00;5.00
1,478.00;1,478.00;2.00;1.00;3.00;3.00
1,479.00;1,479.00;1.00;19.00;4.00;4.00
1,480.00;1,480.00;1.00;1.00;4.00;9.00
1,481.00;1,481.00;1.00;1.00;9.00;4.00
1,482.00;1,482.00;37.00;37.00;9.00;1.00
1,483.00;1,483.00;3.00;1.00;2.00;6.00
1,484.00;1,484.00;1.00;1.00;9.00;9.00
1,485.00;1,485.00;37.00;37.00;9.00;7.00
1,486.00;1,486.00;19.00;1.00;4.00;3.00
1,487.00;1,487.00;1.00;3.00;4.00;2.00
1,488.00;1,488.00;1.00;37.00;4.00;9.00
1,489.00;1,489.00;19.00;37.00;8.00;5.00
1,490.00;1,490.00;19.00;19.00;4.00;.00
1,491.00;1,491.00;37.00;37.00;9.00;9.00
1,492.00;1,492.00;1.00;3.00;9.00;9.00
1,493.00;1,493.00;3.00;4.00;2.00;2.00
1,494.00;1,494.00;19.00;1.00;5.00;8.00
1,495.00;1,495.00;1.00;3.00;2.00;2.00
1,496.00;1,496.00;3.00;1.00;2.00;5.00
1,497.00;1,497.00;1.00;37.00;5.00;5.00
1,498.00;1,498.00;1.00;1.00;4.00;10.00
1,499.00;1,499.00;37.00;37.00;9.00;8.00
1,500.00;1,500.00;1.00;38.00;4.00;4.00
1,501.00;1,501.00;38.00;37.00;3.00;3.00
1,502.00;1,502.00;1.00;1.00;90.00;90.00
1,503.00;1,503.00;37.00;19.00;5.00;3.00
1,504.00;1,504.00;37.00;37.00;191.00;183.00
1,505.00;1,505.00;37.00;37.00;9.00;7.00
1,506.00;1,506.00;38.00;38.00;7.00;7.00
1,507.00;1,507.00;37.00;19.00;9.00;9.00
1,508.00;1,508.00;19.00;37.00;7.00;7.00
1,509.00;1,509.00;19.00;37.00;7.00;7.00
1,510.00;1,510.00;1.00;1.00;6.00;6.00
1,511.00;1,511.00;1.00;1.00;4.00;8.00
1,512.00;1,512.00;37.00;19.00;9.00;10.00
1,513.00;1,513.00;19.00;37.00;5.00;9.00
1,514.00;1,514.00;3.00;1.00;9.00;9.00
1,515.00;1,515.00;19.00;37.00;9.00;9.00
1,516.00;1,516.00;19.00;37.00;9.00;7.00
1,517.00;1,517.00;19.00;1.00;4.00;1.00
1,518.00;1,518.00;19.00;1.00;4.00;1.00
1,519.00;1,519.00;37.00;19.00;9.00;8.00
1,520.00;1,520.00;1.00;1.00;9.00;4.00
1,521.00;1,521.00;19.00;19.00;9.00;9.00
1,522.00;1,522.00;37.00;37.00;9.00;9.00
1,523.00;1,523.00;19.00;1.00;9.00;4.00
1,524.00;1,524.00;19.00;1.00;7.00;4.00
1,525.00;1,525.00;3.00;2.00;2.00;2.00
1,526.00;1,526.00;1.00;1.00;4.00;3.00
1,527.00;1,527.00;1.00;1.00;5.00;1.00
1,528.00;1,528.00;37.00;37.00;9.00;9.00
1,529.00;1,529.00;19.00;1.00;9.00;7.00
1,530.00;1,530.00;3.00;3.00;2.00;9.00
1,531.00;1,531.00;19.00;19.00;9.00;4.00
1,532.00;1,532.00;38.00;1.00;9.00;5.00
1,533.00;1,533.00;37.00;37.00;9.00;6.00
1,534.00;1,534.00;4.00;3.00;2.00;7.00
1,535.00;1,535.00;1.00;38.00;9.00;9.00
1,536.00;1,536.00;37.00;37.00;9.00;9.00
1,537.00;1,537.00;37.00;19.00;9.00;8.00
1,538.00;1,538.00;38.00;19.00;9.00;10.00
1,539.00;1,539.00;38.00;19.00;7.00;7.00
1,540.00;1,540.00;37.00;37.00;4.00;7.00
1,541.00;1,541.00;38.00;37.00;3.00;5.00
1,542.00;1,542.00;37.00;37.00;7.00;8.00
1,543.00;1,543.00;19.00;19.00;90.00;90.00
1,544.00;1,544.00;42.00;1.00;4.00;9.00
1,545.00;1,545.00;34.00;34.00;.00;.00
1,546.00;1,546.00;1.00;37.00;4.00;9.00
1,547.00;1,547.00;19.00;37.00;9.00;5.00
1,548.00;1,548.00;34.00;34.00;.00;.00
1,549.00;1,549.00;37.00;37.00;9.00;9.00
1,550.00;1,550.00;38.00;38.00;9.00;9.00
1,551.00;1,551.00;34.00;34.00;.00;.00
1,552.00;1,552.00;37.00;37.00;9.00;9.00
1,553.00;1,553.00;37.00;37.00;9.00;9.00
1,554.00;1,554.00;1.00;38.00;5.00;5.00
1,555.00;1,555.00;37.00;37.00;9.00;9.00
1,556.00;1,556.00;1.00;19.00;2.00;7.00
1,557.00;1,557.00;37.00;19.00;9.00;5.00
1,558.00;1,558.00;1.00;38.00;6.00;6.00
1,559.00;1,559.00;37.00;37.00;9.00;9.00
1,560.00;1,560.00;3.00;19.00;2.00;10.00
1,561.00;1,561.00;2.00;3.00;2.00;4.00
1,562.00;1,562.00;38.00;19.00;5.00;7.00
1,563.00;1,563.00;1.00;1.00;3.00;4.00
1,564.00;1,564.00;19.00;19.00;5.00;5.00
1,565.00;1,565.00;37.00;1.00;3.00;9.00
1,566.00;1,566.00;1.00;19.00;7.00;7.00
1,567.00;1,567.00;19.00;38.00;9.00;5.00
1,568.00;1,568.00;1.00;19.00;4.00;4.00
1,569.00;1,569.00;19.00;1.00;9.00;4.00
1,570.00;1,570.00;37.00;37.00;9.00;6.00
1,571.00;1,571.00;37.00;37.00;9.00;9.00
1,572.00;1,572.00;37.00;37.00;9.00;10.00
1,573.00;1,573.00;37.00;37.00;90.00;90.00
1,574.00;1,574.00;37.00;37.00;9.00;7.00
1,575.00;1,575.00;37.00;37.00;6.00;6.00
1,576.00;1,576.00;19.00;19.00;4.00;4.00
1,577.00;1,577.00;37.00;37.00;9.00;9.00
1,578.00;1,578.00;19.00;37.00;5.00;5.00
1,579.00;1,579.00;37.00;19.00;9.00;8.00
1,580.00;1,580.00;38.00;37.00;9.00;9.00
1,581.00;1,581.00;37.00;37.00;9.00;7.00
1,582.00;1,582.00;1.00;3.00;4.00;2.00
1,583.00;1,583.00;19.00;37.00;3.00;9.00
1,584.00;1,584.00;37.00;38.00;9.00;9.00
1,585.00;1,585.00;37.00;19.00;9.00;9.00
1,586.00;1,586.00;29.00;38.00;9.00;8.00
1,587.00;1,587.00;38.00;37.00;7.00;7.00
1,588.00;1,588.00;1.00;2.00;3.00;3.00
1,589.00;1,589.00;37.00;37.00;5.00;4.00
1,590.00;1,590.00;1.00;19.00;4.00;99.00
1,591.00;1,591.00;1.00;19.00;4.00;7.00
1,592.00;1,592.00;3.00;1.00;2.00;10.00
1,593.00;1,593.00;19.00;38.00;5.00;5.00
1,594.00;1,594.00;38.00;37.00;9.00;3.00
1,595.00;1,595.00;1.00;38.00;9.00;9.00
1,596.00;1,596.00;1.00;37.00;4.00;9.00
1,597.00;1,597.00;37.00;37.00;9.00;9.00
1,598.00;1,598.00;19.00;1.00;9.00;9.00
1,599.00;1,599.00;37.00;37.00;7.00;7.00
1,600.00;1,600.00;38.00;38.00;9.00;9.00
1,601.00;1,601.00;1.00;1.00;.00;3.00
1,602.00;1,602.00;1.00;19.00;4.00;10.00
1,603.00;1,603.00;1.00;19.00;4.00;1.00
1,604.00;1,604.00;19.00;38.00;6.00;6.00
1,605.00;1,605.00;1.00;19.00;9.00;8.00
1,606.00;1,606.00;38.00;38.00;9.00;9.00
1,607.00;1,607.00;3.00;19.00;3.00;9.00
1,608.00;1,608.00;4.00;3.00;2.00;1.00
1,609.00;1,609.00;38.00;19.00;9.00;10.00
1,610.00;1,610.00;38.00;19.00;7.00;7.00
1,611.00;1,611.00;1.00;38.00;4.00;7.00
1,612.00;1,612.00;19.00;37.00;8.00;8.00
1,613.00;1,613.00;19.00;19.00;5.00;5.00
1,614.00;1,614.00;34.00;34.00;.00;.00
1,615.00;1,615.00;38.00;37.00;5.00;3.00
1,616.00;1,616.00;19.00;19.00;9.00;5.00
1,617.00;1,617.00;37.00;38.00;6.00;9.00
1,618.00;1,618.00;37.00;1.00;7.00;4.00
1,619.00;1,619.00;19.00;1.00;9.00;9.00
1,620.00;1,620.00;1.00;1.00;9.00;10.00
1,621.00;1,621.00;19.00;3.00;9.00;7.00
1,622.00;1,622.00;38.00;37.00;9.00;9.00
1,623.00;1,623.00;37.00;37.00;9.00;4.00
1,624.00;1,624.00;37.00;37.00;9.00;9.00
1,625.00;1,625.00;1.00;19.00;4.00;7.00
1,626.00;1,626.00;37.00;37.00;7.00;10.00
1,627.00;1,627.00;37.00;2.00;9.00;4.00
1,628.00;1,628.00;37.00;37.00;5.00;5.00
1,629.00;1,629.00;19.00;3.00;4.00;.00
1,630.00;1,630.00;37.00;38.00;9.00;8.00
1,631.00;1,631.00;37.00;38.00;9.00;9.00
1,632.00;1,632.00;19.00;19.00;9.00;4.00
1,633.00;1,633.00;37.00;37.00;9.00;9.00
1,634.00;1,634.00;38.00;3.00;132.00;122.00
1,635.00;1,635.00;37.00;37.00;9.00;10.00
1,636.00;1,636.00;38.00;37.00;7.00;5.00
1,637.00;1,637.00;1.00;19.00;6.00;6.00
1,638.00;1,638.00;1.00;1.00;4.00;4.00
1,639.00;1,639.00;37.00;37.00;5.00;3.00
